county,time,precip_mm,snowfall_cm,wind_gusts_kmh,visibility_m,weather_code,freezing
Gibson,2026-08-05T00:00,0.0,0.0,3.6,17200,0,0
Gibson,2026-08-05T01:00,0.0,0.0,3.6,14900,0,0
Gibson,2026-08-05T02:00,0.0,0.0,1.8,15900,0,0
Gibson,2026-08-05T03:00,0.0,0.0,2.5,14700,0,0
Gibson,2026-08-05T04:00,0.0,0.0,5.8,15500,0,0
Gibson,2026-08-05T05:00,0.0,0.0,3.6,14100,0,0
Gibson,2026-08-05T06:00,0.0,0.0,1.4,13600,0,0
Gibson,2026-08-05T07:00,0.0,0.0,1.8,12200,1,0
Gibson,2026-08-05T08:00,0.0,0.0,2.9,2700,2,0
Gibson,2026-08-05T09:00,0.0,0.0,4.3,12600,2,0
Gibson,2026-08-05T10:00,0.0,0.0,5.4,20100,0,0
Gibson,2026-08-05T11:00,0.0,0.0,6.5,30200,0,0
Gibson,2026-08-05T12:00,0.0,0.0,2.5,35500,0,0
Gibson,2026-08-05T13:00,0.0,0.0,4.0,41300,0,0
Gibson,2026-08-05T14:00,0.0,0.0,7.6,45400,0,0
Gibson,2026-08-05T15:00,0.0,0.0,4.7,49500,0,0
Gibson,2026-08-05T16:00,0.0,0.0,4.0,52400,0,0
Gibson,2026-08-05T17:00,0.0,0.0,8.3,52700,0,0
Gibson,2026-08-05T18:00,0.0,0.0,7.6,52400,2,0
Gibson,2026-08-05T19:00,0.0,0.0,9.4,52200,3,0
Gibson,2026-08-05T20:00,0.0,0.0,10.4,44400,2,0
Gibson,2026-08-05T21:00,0.0,0.0,8.6,36400,0,0
Gibson,2026-08-05T22:00,0.0,0.0,11.2,33600,0,0
Gibson,2026-08-05T23:00,0.0,0.0,14.0,28900,3,0
Gibson,2026-08-06T00:00,0.0,0.0,21.2,26500,3,0
Gibson,2026-08-06T01:00,0.0,0.0,21.2,25900,1,0
Gibson,2026-08-06T02:00,0.0,0.0,19.1,25100,3,0
Gibson,2026-08-06T03:00,0.0,0.0,19.8,23700,3,0
Gibson,2026-08-06T04:00,0.0,0.0,6.5,22200,3,0
Gibson,2026-08-06T05:00,0.0,0.0,14.0,23300,3,0
Gibson,2026-08-06T06:00,0.0,0.0,14.4,21900,1,0
Gibson,2026-08-06T07:00,0.0,0.0,18.7,21700,2,0
Gibson,2026-08-06T08:00,0.0,0.0,27.7,18200,3,0
Gibson,2026-08-06T09:00,0.0,0.0,43.2,22800,3,0
Gibson,2026-08-06T10:00,0.0,0.0,32.0,29200,3,0
Gibson,2026-08-06T11:00,0.0,0.0,26.6,37700,3,0
Gibson,2026-08-06T12:00,0.0,0.0,25.2,41500,3,0
Gibson,2026-08-06T13:00,0.0,0.0,21.2,36900,3,0
Gibson,2026-08-06T14:00,0.0,0.0,7.6,38600,3,0
Gibson,2026-08-06T15:00,0.0,0.0,7.6,39700,3,0
Gibson,2026-08-06T16:00,0.4,0.0,37.4,18700,51,0
Gibson,2026-08-06T17:00,0.0,0.0,18.4,43700,3,0
Gibson,2026-08-06T18:00,0.0,0.0,16.9,44500,3,0
Gibson,2026-08-06T19:00,0.0,0.0,15.5,42100,3,0
Gibson,2026-08-06T20:00,0.0,0.0,13.0,36600,3,0
Gibson,2026-08-06T21:00,0.0,0.0,2.5,34800,3,0
Gibson,2026-08-06T22:00,0.0,0.0,5.8,34800,3,0
Gibson,2026-08-06T23:00,0.0,0.0,9.7,31500,3,0
Hancock,2026-08-05T00:00,0.0,0.0,14.8,13800,0,0
Hancock,2026-08-05T01:00,0.0,0.0,9.0,13700,0,0
Hancock,2026-08-05T02:00,0.0,0.0,9.0,13900,0,0
Hancock,2026-08-05T03:00,0.0,0.0,8.6,14300,0,0
Hancock,2026-08-05T04:00,0.0,0.0,9.7,15100,0,0
Hancock,2026-08-05T05:00,0.0,0.0,6.8,14400,0,0
Hancock,2026-08-05T06:00,0.0,0.0,6.1,15500,0,0
Hancock,2026-08-05T07:00,0.0,0.0,3.6,14400,0,0
Hancock,2026-08-05T08:00,0.0,0.0,2.9,12200,2,0
Hancock,2026-08-05T09:00,0.0,0.0,2.5,13900,1,0
Hancock,2026-08-05T10:00,0.0,0.0,4.0,19200,0,0
Hancock,2026-08-05T11:00,0.0,0.0,6.8,26500,0,0
Hancock,2026-08-05T12:00,0.0,0.0,6.5,35800,0,0
Hancock,2026-08-05T13:00,0.0,0.0,6.1,37800,0,0
Hancock,2026-08-05T14:00,0.0,0.0,11.2,39700,0,0
Hancock,2026-08-05T15:00,0.0,0.0,11.5,41600,0,0
Hancock,2026-08-05T16:00,0.0,0.0,11.9,41900,0,0
Hancock,2026-08-05T17:00,0.0,0.0,11.5,42500,0,0
Hancock,2026-08-05T18:00,0.0,0.0,10.8,44100,0,0
Hancock,2026-08-05T19:00,0.0,0.0,12.2,42800,0,0
Hancock,2026-08-05T20:00,0.0,0.0,2.9,29400,0,0
Hancock,2026-08-05T21:00,0.0,0.0,3.6,25900,3,0
Hancock,2026-08-05T22:00,0.0,0.0,6.1,20700,3,0
Hancock,2026-08-05T23:00,0.0,0.0,6.8,20700,3,0
Hancock,2026-08-06T00:00,0.0,0.0,9.7,19400,3,0
Hancock,2026-08-06T01:00,0.0,0.0,12.6,21200,3,0
Hancock,2026-08-06T02:00,0.0,0.0,7.9,18500,3,0
Hancock,2026-08-06T03:00,0.0,0.0,4.0,18500,1,0
Hancock,2026-08-06T04:00,0.0,0.0,13.7,21300,0,0
Hancock,2026-08-06T05:00,0.0,0.0,12.2,20800,3,0
Hancock,2026-08-06T06:00,0.0,0.0,15.1,20400,3,0
Hancock,2026-08-06T07:00,0.0,0.0,14.8,19700,2,0
Hancock,2026-08-06T08:00,0.0,0.0,19.1,20800,3,0
Hancock,2026-08-06T09:00,0.0,0.0,22.3,22300,1,0
Hancock,2026-08-06T10:00,0.0,0.0,24.8,23600,3,0
Hancock,2026-08-06T11:00,0.0,0.0,24.8,24400,3,0
Hancock,2026-08-06T12:00,0.0,0.0,28.1,25700,3,0
Hancock,2026-08-06T13:00,0.0,0.0,24.5,24700,3,0
Hancock,2026-08-06T14:00,0.0,0.0,19.1,23800,3,0
Hancock,2026-08-06T15:00,0.0,0.0,4.0,26400,3,0
Hancock,2026-08-06T16:00,0.0,0.0,4.3,30100,3,0
Hancock,2026-08-06T17:00,0.0,0.0,10.1,31300,3,0
Hancock,2026-08-06T18:00,0.0,0.0,6.1,32100,3,0
Hancock,2026-08-06T19:00,0.0,0.0,10.8,33200,3,0
Hancock,2026-08-06T20:00,0.0,0.0,5.4,28100,3,0
Hancock,2026-08-06T21:00,0.0,0.0,7.9,23900,3,0
Hancock,2026-08-06T22:00,0.0,0.0,8.3,23200,3,0
Hancock,2026-08-06T23:00,0.0,0.0,7.9,23400,2,0
Huntington,2026-08-05T00:00,0.0,0.0,3.2,20000,0,0
Huntington,2026-08-05T01:00,0.0,0.0,6.8,17700,0,0
Huntington,2026-08-05T02:00,0.0,0.0,2.9,16000,0,0
Huntington,2026-08-05T03:00,0.0,0.0,9.0,13400,0,0
Huntington,2026-08-05T04:00,0.0,0.0,6.8,14700,0,0
Huntington,2026-08-05T05:00,0.0,0.0,5.8,14700,0,0
Huntington,2026-08-05T06:00,0.0,0.0,3.6,15900,0,0
Huntington,2026-08-05T07:00,0.0,0.0,5.8,13400,0,0
Huntington,2026-08-05T08:00,0.0,0.0,7.9,12200,0,0
Huntington,2026-08-05T09:00,0.0,0.0,10.1,12300,0,0
Huntington,2026-08-05T10:00,0.0,0.0,11.9,16700,0,0
Huntington,2026-08-05T11:00,0.0,0.0,13.3,23800,0,0
Huntington,2026-08-05T12:00,0.0,0.0,11.9,29100,0,0
Huntington,2026-08-05T13:00,0.0,0.0,8.6,35700,0,0
Huntington,2026-08-05T14:00,0.0,0.0,9.4,39100,0,0
Huntington,2026-08-05T15:00,0.0,0.0,9.4,41100,0,0
Huntington,2026-08-05T16:00,0.0,0.0,11.5,43000,0,0
Huntington,2026-08-05T17:00,0.0,0.0,12.6,44000,0,0
Huntington,2026-08-05T18:00,0.0,0.0,14.0,43600,3,0
Huntington,2026-08-05T19:00,0.0,0.0,14.8,41800,1,0
Huntington,2026-08-05T20:00,0.0,0.0,14.4,32400,1,0
Huntington,2026-08-05T21:00,0.0,0.0,13.0,27000,3,0
Huntington,2026-08-05T22:00,0.0,0.0,17.3,23400,3,0
Huntington,2026-08-05T23:00,0.0,0.0,19.8,23700,3,0
Huntington,2026-08-06T00:00,0.0,0.0,15.1,22200,3,0
Huntington,2026-08-06T01:00,0.0,0.0,11.9,20700,3,0
Huntington,2026-08-06T02:00,0.0,0.0,18.7,18900,3,0
Huntington,2026-08-06T03:00,0.0,0.0,7.9,18300,3,0
Huntington,2026-08-06T04:00,0.0,0.0,4.7,17800,3,0
Huntington,2026-08-06T05:00,0.0,0.0,4.7,16400,3,0
Huntington,2026-08-06T06:00,0.0,0.0,11.9,15800,3,0
Huntington,2026-08-06T07:00,0.0,0.0,6.8,15000,3,0
Huntington,2026-08-06T08:00,0.0,0.0,8.6,16200,3,0
Huntington,2026-08-06T09:00,0.0,0.0,19.8,19100,3,0
Huntington,2026-08-06T10:00,0.0,0.0,30.6,24400,2,0
Huntington,2026-08-06T11:00,0.0,0.0,29.5,22800,3,0
Huntington,2026-08-06T12:00,0.0,0.0,29.9,24900,3,0
Huntington,2026-08-06T13:00,0.0,0.0,21.6,24100,3,0
Huntington,2026-08-06T14:00,0.0,0.0,17.3,25300,3,0
Huntington,2026-08-06T15:00,0.0,0.0,21.2,23800,3,0
Huntington,2026-08-06T16:00,0.0,0.0,17.3,27100,3,0
Huntington,2026-08-06T17:00,0.0,0.0,4.7,27500,3,0
Huntington,2026-08-06T18:00,0.0,0.0,12.6,27300,3,0
Huntington,2026-08-06T19:00,0.0,0.0,14.0,27100,0,0
Huntington,2026-08-06T20:00,0.0,0.0,13.0,25400,3,0
Huntington,2026-08-06T21:00,0.0,0.0,5.0,22300,3,0
Huntington,2026-08-06T22:00,0.0,0.0,6.1,20000,3,0
Huntington,2026-08-06T23:00,0.0,0.0,8.6,16900,3,0
Jennings,2026-08-05T00:00,0.0,0.0,22.3,21200,0,0
Jennings,2026-08-05T01:00,0.0,0.0,19.8,22700,0,0
Jennings,2026-08-05T02:00,0.0,0.0,6.8,14800,0,0
Jennings,2026-08-05T03:00,0.0,0.0,11.2,15500,0,0
Jennings,2026-08-05T04:00,0.0,0.0,15.8,15900,0,0
Jennings,2026-08-05T05:00,0.0,0.0,8.6,13300,0,0
Jennings,2026-08-05T06:00,0.0,0.0,12.6,13500,0,0
Jennings,2026-08-05T07:00,0.0,0.0,11.2,13000,0,0
Jennings,2026-08-05T08:00,0.0,0.0,2.5,13200,0,0
Jennings,2026-08-05T09:00,0.0,0.0,11.5,13500,1,0
Jennings,2026-08-05T10:00,0.0,0.0,9.0,23100,0,0
Jennings,2026-08-05T11:00,0.0,0.0,4.3,27800,0,0
Jennings,2026-08-05T12:00,0.0,0.0,8.3,32200,0,0
Jennings,2026-08-05T13:00,0.0,0.0,13.0,34800,0,0
Jennings,2026-08-05T14:00,0.0,0.0,13.3,38100,0,0
Jennings,2026-08-05T15:00,0.0,0.0,13.7,42700,0,0
Jennings,2026-08-05T16:00,0.0,0.0,14.0,45500,0,0
Jennings,2026-08-05T17:00,0.0,0.0,15.1,45800,0,0
Jennings,2026-08-05T18:00,0.0,0.0,16.6,50900,0,0
Jennings,2026-08-05T19:00,0.0,0.0,16.2,49100,0,0
Jennings,2026-08-05T20:00,0.0,0.0,14.0,40600,0,0
Jennings,2026-08-05T21:00,0.0,0.0,15.5,34600,3,0
Jennings,2026-08-05T22:00,0.0,0.0,17.6,29400,3,0
Jennings,2026-08-05T23:00,0.0,0.0,13.0,29200,3,0
Jennings,2026-08-06T00:00,0.0,0.0,7.9,27800,3,0
Jennings,2026-08-06T01:00,0.0,0.0,10.8,26200,3,0
Jennings,2026-08-06T02:00,0.0,0.0,14.8,23800,2,0
Jennings,2026-08-06T03:00,0.0,0.0,11.2,24300,0,0
Jennings,2026-08-06T04:00,0.0,0.0,10.1,25600,1,0
Jennings,2026-08-06T05:00,0.0,0.0,11.2,24300,3,0
Jennings,2026-08-06T06:00,0.0,0.0,14.0,22200,2,0
Jennings,2026-08-06T07:00,0.0,0.0,12.6,21500,1,0
Jennings,2026-08-06T08:00,0.0,0.0,13.3,21600,3,0
Jennings,2026-08-06T09:00,0.0,0.0,12.6,22600,3,0
Jennings,2026-08-06T10:00,0.0,0.0,24.5,30200,0,0
Jennings,2026-08-06T11:00,0.0,0.0,20.2,29600,3,0
Jennings,2026-08-06T12:00,0.0,0.0,20.2,36300,3,0
Jennings,2026-08-06T13:00,0.0,0.0,20.9,39900,0,0
Jennings,2026-08-06T14:00,0.0,0.0,18.4,40100,3,0
Jennings,2026-08-06T15:00,0.0,0.0,15.8,41900,3,0
Jennings,2026-08-06T16:00,0.0,0.0,23.4,43800,3,0
Jennings,2026-08-06T17:00,0.0,0.0,25.9,43800,3,0
Jennings,2026-08-06T18:00,0.0,0.0,23.0,43700,3,0
Jennings,2026-08-06T19:00,0.0,0.0,17.3,40100,3,0
Jennings,2026-08-06T20:00,0.0,0.0,11.2,33400,3,0
Jennings,2026-08-06T21:00,0.0,0.0,6.1,31200,3,0
Jennings,2026-08-06T22:00,0.0,0.0,6.5,29600,1,0
Jennings,2026-08-06T23:00,0.0,0.0,6.8,27700,3,0
Kosciusko,2026-08-05T00:00,0.0,0.0,14.0,23200,2,0
Kosciusko,2026-08-05T01:00,0.0,0.0,10.8,22200,0,0
Kosciusko,2026-08-05T02:00,0.0,0.0,13.7,18600,0,0
Kosciusko,2026-08-05T03:00,0.0,0.0,15.1,16300,0,0
Kosciusko,2026-08-05T04:00,0.0,0.0,12.2,15500,0,0
Kosciusko,2026-08-05T05:00,0.0,0.0,12.2,16000,0,0
Kosciusko,2026-08-05T06:00,0.0,0.0,8.6,15600,0,0
Kosciusko,2026-08-05T07:00,0.0,0.0,9.0,15600,0,0
Kosciusko,2026-08-05T08:00,0.0,0.0,14.4,16500,0,0
Kosciusko,2026-08-05T09:00,0.0,0.0,14.4,21700,0,0
Kosciusko,2026-08-05T10:00,0.0,0.0,15.5,23700,0,0
Kosciusko,2026-08-05T11:00,0.0,0.0,17.6,26600,0,0
Kosciusko,2026-08-05T12:00,0.0,0.0,14.4,32600,0,0
Kosciusko,2026-08-05T13:00,0.0,0.0,11.2,35900,0,0
Kosciusko,2026-08-05T14:00,0.0,0.0,14.4,39600,0,0
Kosciusko,2026-08-05T15:00,0.0,0.0,13.7,42100,1,0
Kosciusko,2026-08-05T16:00,0.0,0.0,12.6,41200,1,0
Kosciusko,2026-08-05T17:00,0.0,0.0,11.5,41300,1,0
Kosciusko,2026-08-05T18:00,0.0,0.0,13.3,40200,1,0
Kosciusko,2026-08-05T19:00,0.0,0.0,16.6,40200,3,0
Kosciusko,2026-08-05T20:00,0.0,0.0,22.3,35400,3,0
Kosciusko,2026-08-05T21:00,0.0,0.0,17.3,30600,3,0
Kosciusko,2026-08-05T22:00,0.0,0.0,12.2,25900,3,0
Kosciusko,2026-08-05T23:00,0.0,0.0,11.2,23300,3,0
Kosciusko,2026-08-06T00:00,0.0,0.0,20.5,19100,0,0
Kosciusko,2026-08-06T01:00,0.0,0.0,18.7,19100,3,0
Kosciusko,2026-08-06T02:00,0.0,0.0,10.8,18500,3,0
Kosciusko,2026-08-06T03:00,0.0,0.0,5.4,18000,3,0
Kosciusko,2026-08-06T04:00,0.0,0.0,4.7,13400,3,0
Kosciusko,2026-08-06T05:00,0.0,0.0,11.2,13200,3,0
Kosciusko,2026-08-06T06:00,0.0,0.0,12.6,14400,3,0
Kosciusko,2026-08-06T07:00,0.0,0.0,15.5,14200,3,0
Kosciusko,2026-08-06T08:00,0.0,0.0,17.3,15500,3,0
Kosciusko,2026-08-06T09:00,0.0,0.0,19.8,21500,3,0
Kosciusko,2026-08-06T10:00,0.0,0.0,27.4,23700,3,0
Kosciusko,2026-08-06T11:00,0.0,0.0,26.6,22300,3,0
Kosciusko,2026-08-06T12:00,0.0,0.0,31.0,23400,3,0
Kosciusko,2026-08-06T13:00,0.0,0.0,28.1,23100,3,0
Kosciusko,2026-08-06T14:00,0.4,0.0,25.9,22000,51,0
Kosciusko,2026-08-06T15:00,0.0,0.0,24.5,23300,3,0
Kosciusko,2026-08-06T16:00,0.0,0.0,17.3,18700,3,0
Kosciusko,2026-08-06T17:00,0.0,0.0,11.9,22500,2,0
Kosciusko,2026-08-06T18:00,0.0,0.0,15.8,26500,2,0
Kosciusko,2026-08-06T19:00,0.0,0.0,15.5,28700,3,0
Kosciusko,2026-08-06T20:00,0.0,0.0,15.8,29900,0,0
Kosciusko,2026-08-06T21:00,0.0,0.0,11.5,25700,3,0
Kosciusko,2026-08-06T22:00,0.0,0.0,14.4,22600,3,0
Kosciusko,2026-08-06T23:00,0.0,0.0,15.1,20800,3,0
Madison,2026-08-05T00:00,0.0,0.0,7.9,15100,0,0
Madison,2026-08-05T01:00,0.0,0.0,10.8,15700,0,0
Madison,2026-08-05T02:00,0.0,0.0,8.3,15200,0,0
Madison,2026-08-05T03:00,0.0,0.0,7.6,12200,1,0
Madison,2026-08-05T04:00,0.0,0.0,8.3,13500,0,0
Madison,2026-08-05T05:00,0.0,0.0,9.4,13400,0,0
Madison,2026-08-05T06:00,0.0,0.0,4.3,13200,0,0
Madison,2026-08-05T07:00,0.0,0.0,2.5,12200,2,0
Madison,2026-08-05T08:00,0.0,0.0,4.7,12200,2,0
Madison,2026-08-05T09:00,0.0,0.0,7.9,12200,2,0
Madison,2026-08-05T10:00,0.0,0.0,9.0,17100,0,0
Madison,2026-08-05T11:00,0.0,0.0,10.8,25900,0,0
Madison,2026-08-05T12:00,0.0,0.0,7.6,34400,0,0
Madison,2026-08-05T13:00,0.0,0.0,6.1,36500,0,0
Madison,2026-08-05T14:00,0.0,0.0,7.6,37900,0,0
Madison,2026-08-05T15:00,0.0,0.0,7.6,38800,1,0
Madison,2026-08-05T16:00,0.0,0.0,9.4,39000,1,0
Madison,2026-08-05T17:00,0.0,0.0,9.4,38800,1,0
Madison,2026-08-05T18:00,0.0,0.0,9.0,37100,0,0
Madison,2026-08-05T19:00,0.0,0.0,8.6,37700,0,0
Madison,2026-08-05T20:00,0.0,0.0,7.6,29700,0,0
Madison,2026-08-05T21:00,0.0,0.0,6.5,27200,3,0
Madison,2026-08-05T22:00,0.0,0.0,8.6,25300,3,0
Madison,2026-08-05T23:00,0.0,0.0,10.8,22700,3,0
Madison,2026-08-06T00:00,0.0,0.0,14.0,19900,3,0
Madison,2026-08-06T01:00,0.0,0.0,9.4,19100,3,0
Madison,2026-08-06T02:00,0.0,0.0,7.6,18700,3,0
Madison,2026-08-06T03:00,0.0,0.0,8.6,19900,3,0
Madison,2026-08-06T04:00,0.0,0.0,15.1,17800,0,0
Madison,2026-08-06T05:00,0.0,0.0,18.7,18100,3,0
Madison,2026-08-06T06:00,0.0,0.0,17.3,18300,3,0
Madison,2026-08-06T07:00,0.0,0.0,19.1,18000,3,0
Madison,2026-08-06T08:00,0.0,0.0,19.8,20400,3,0
Madison,2026-08-06T09:00,0.0,0.0,20.5,22800,1,0
Madison,2026-08-06T10:00,0.0,0.0,29.9,25500,3,0
Madison,2026-08-06T11:00,0.0,0.0,30.2,24300,2,0
Madison,2026-08-06T12:00,0.0,0.0,20.9,23900,3,0
Madison,2026-08-06T13:00,0.0,0.0,18.0,24200,3,0
Madison,2026-08-06T14:00,0.0,0.0,17.3,23600,3,0
Madison,2026-08-06T15:00,0.0,0.0,10.4,23400,3,0
Madison,2026-08-06T16:00,0.0,0.0,10.4,27600,3,0
Madison,2026-08-06T17:00,0.0,0.0,18.4,28200,3,0
Madison,2026-08-06T18:00,0.0,0.0,19.4,27900,0,0
Madison,2026-08-06T19:00,0.0,0.0,16.2,29700,0,0
Madison,2026-08-06T20:00,0.0,0.0,9.4,26900,3,0
Madison,2026-08-06T21:00,0.0,0.0,3.6,24600,3,0
Madison,2026-08-06T22:00,0.0,0.0,6.1,22700,0,0
Madison,2026-08-06T23:00,0.0,0.0,7.6,19900,3,0
Monroe,2026-08-05T00:00,0.0,0.0,12.2,24500,0,0
Monroe,2026-08-05T01:00,0.0,0.0,12.2,18200,0,0
Monroe,2026-08-05T02:00,0.0,0.0,9.4,16400,0,0
Monroe,2026-08-05T03:00,0.0,0.0,10.4,14200,0,0
Monroe,2026-08-05T04:00,0.0,0.0,5.0,15200,0,0
Monroe,2026-08-05T05:00,0.0,0.0,7.9,17400,0,0
Monroe,2026-08-05T06:00,0.0,0.0,3.2,16600,0,0
Monroe,2026-08-05T07:00,0.0,0.0,2.5,17700,0,0
Monroe,2026-08-05T08:00,0.0,0.0,2.2,15400,0,0
Monroe,2026-08-05T09:00,0.0,0.0,1.8,17800,0,0
Monroe,2026-08-05T10:00,0.0,0.0,3.2,28500,0,0
Monroe,2026-08-05T11:00,0.0,0.0,7.6,35400,0,0
Monroe,2026-08-05T12:00,0.0,0.0,11.2,39000,0,0
Monroe,2026-08-05T13:00,0.0,0.0,11.2,42800,0,0
Monroe,2026-08-05T14:00,0.0,0.0,15.5,50800,0,0
Monroe,2026-08-05T15:00,0.0,0.0,13.7,52500,0,0
Monroe,2026-08-05T16:00,0.0,0.0,14.0,53200,0,0
Monroe,2026-08-05T17:00,0.0,0.0,11.9,51700,0,0
Monroe,2026-08-05T18:00,0.0,0.0,11.2,50900,2,0
Monroe,2026-08-05T19:00,0.0,0.0,11.5,49300,1,0
Monroe,2026-08-05T20:00,0.0,0.0,10.8,47000,3,0
Monroe,2026-08-05T21:00,0.0,0.0,11.5,39200,3,0
Monroe,2026-08-05T22:00,0.0,0.0,13.3,33600,3,0
Monroe,2026-08-05T23:00,0.0,0.0,11.9,31900,3,0
Monroe,2026-08-06T00:00,0.0,0.0,15.1,31500,3,0
Monroe,2026-08-06T01:00,0.0,0.0,18.0,27700,2,0
Monroe,2026-08-06T02:00,0.0,0.0,14.8,29600,3,0
Monroe,2026-08-06T03:00,0.0,0.0,11.9,32900,2,0
Monroe,2026-08-06T04:00,0.0,0.0,12.6,26500,3,0
Monroe,2026-08-06T05:00,0.0,0.0,19.4,24600,3,0
Monroe,2026-08-06T06:00,0.0,0.0,16.6,23300,3,0
Monroe,2026-08-06T07:00,0.0,0.0,10.1,22700,3,0
Monroe,2026-08-06T08:00,0.0,0.0,15.8,22100,3,0
Monroe,2026-08-06T09:00,0.0,0.0,24.8,23800,1,0
Monroe,2026-08-06T10:00,0.0,0.0,32.4,25200,3,0
Monroe,2026-08-06T11:00,0.0,0.0,22.0,25900,3,0
Monroe,2026-08-06T12:00,0.0,0.0,22.0,28800,1,0
Monroe,2026-08-06T13:00,0.0,0.0,24.5,33600,3,0
Monroe,2026-08-06T14:00,0.0,0.0,10.8,32800,3,0
Monroe,2026-08-06T15:00,0.0,0.0,14.0,40400,3,0
Monroe,2026-08-06T16:00,0.0,0.0,13.3,48700,3,0
Monroe,2026-08-06T17:00,0.0,0.0,17.6,48300,3,0
Monroe,2026-08-06T18:00,0.0,0.0,15.5,45700,3,0
Monroe,2026-08-06T19:00,0.0,0.0,10.8,44100,3,0
Monroe,2026-08-06T20:00,0.0,0.0,10.8,41100,3,0
Monroe,2026-08-06T21:00,0.0,0.0,9.0,34300,3,0
Monroe,2026-08-06T22:00,0.0,0.0,7.2,32400,3,0
Monroe,2026-08-06T23:00,0.0,0.0,12.2,33400,3,0
Ohio,2026-08-05T00:00,0.0,0.0,13.0,17100,0,0
Ohio,2026-08-05T01:00,0.0,0.0,11.9,17800,0,0
Ohio,2026-08-05T02:00,0.0,0.0,13.7,19100,0,0
Ohio,2026-08-05T03:00,0.0,0.0,16.9,18900,0,0
Ohio,2026-08-05T04:00,0.0,0.0,13.0,18400,0,0
Ohio,2026-08-05T05:00,0.0,0.0,14.0,22600,0,0
Ohio,2026-08-05T06:00,0.0,0.0,8.6,17300,0,0
Ohio,2026-08-05T07:00,0.0,0.0,7.2,18100,0,0
Ohio,2026-08-05T08:00,0.0,0.0,9.4,17500,0,0
Ohio,2026-08-05T09:00,0.0,0.0,15.1,16700,3,0
Ohio,2026-08-05T10:00,0.0,0.0,13.3,20700,2,0
Ohio,2026-08-05T11:00,0.0,0.0,9.7,24600,0,0
Ohio,2026-08-05T12:00,0.0,0.0,9.4,28400,0,0
Ohio,2026-08-05T13:00,0.0,0.0,8.6,32500,0,0
Ohio,2026-08-05T14:00,0.0,0.0,10.1,36800,1,0
Ohio,2026-08-05T15:00,0.0,0.0,11.2,41400,0,0
Ohio,2026-08-05T16:00,0.0,0.0,13.0,46600,0,0
Ohio,2026-08-05T17:00,0.0,0.0,13.0,44800,0,0
Ohio,2026-08-05T18:00,0.0,0.0,14.8,47300,0,0
Ohio,2026-08-05T19:00,0.0,0.0,15.5,49000,0,0
Ohio,2026-08-05T20:00,0.0,0.0,18.4,45900,0,0
Ohio,2026-08-05T21:00,0.0,0.0,15.1,40100,0,0
Ohio,2026-08-05T22:00,0.0,0.0,16.2,39100,0,0
Ohio,2026-08-05T23:00,0.0,0.0,16.9,39000,0,0
Ohio,2026-08-06T00:00,0.0,0.0,11.5,34700,0,0
Ohio,2026-08-06T01:00,0.0,0.0,6.5,31900,3,0
Ohio,2026-08-06T02:00,0.0,0.0,7.9,30700,3,0
Ohio,2026-08-06T03:00,0.0,0.0,6.5,29100,3,0
Ohio,2026-08-06T04:00,0.0,0.0,7.2,31800,2,0
Ohio,2026-08-06T05:00,0.0,0.0,4.7,31200,0,0
Ohio,2026-08-06T06:00,0.0,0.0,5.4,31200,3,0
Ohio,2026-08-06T07:00,0.0,0.0,10.8,28500,2,0
Ohio,2026-08-06T08:00,0.0,0.0,14.4,28700,1,0
Ohio,2026-08-06T09:00,0.0,0.0,16.9,28800,3,0
Ohio,2026-08-06T10:00,0.0,0.0,18.0,34100,2,0
Ohio,2026-08-06T11:00,0.0,0.0,21.2,39100,2,0
Ohio,2026-08-06T12:00,0.0,0.0,19.8,42500,3,0
Ohio,2026-08-06T13:00,0.0,0.0,18.4,42600,3,0
Ohio,2026-08-06T14:00,0.0,0.0,22.0,42000,3,0
Ohio,2026-08-06T15:00,0.0,0.0,20.9,46100,3,0
Ohio,2026-08-06T16:00,0.0,0.0,19.1,47800,3,0
Ohio,2026-08-06T17:00,0.0,0.0,18.0,48300,3,0
Ohio,2026-08-06T18:00,0.0,0.0,25.2,48000,3,0
Ohio,2026-08-06T19:00,0.0,0.0,16.2,44700,3,0
Ohio,2026-08-06T20:00,0.0,0.0,17.6,32800,3,0
Ohio,2026-08-06T21:00,0.0,0.0,13.0,28600,3,0
Ohio,2026-08-06T22:00,0.0,0.0,12.6,27800,3,0
Ohio,2026-08-06T23:00,0.0,0.0,13.3,27300,3,0
Pike,2026-08-05T00:00,0.0,0.0,10.8,19700,0,0
Pike,2026-08-05T01:00,0.0,0.0,6.8,16300,0,0
Pike,2026-08-05T02:00,0.0,0.0,3.6,13500,0,0
Pike,2026-08-05T03:00,0.0,0.0,4.3,17300,0,0
Pike,2026-08-05T04:00,0.0,0.0,2.2,17000,0,0
Pike,2026-08-05T05:00,0.0,0.0,5.8,16700,0,0
Pike,2026-08-05T06:00,0.0,0.0,5.4,14300,0,0
Pike,2026-08-05T07:00,0.0,0.0,3.6,2700,0,0
Pike,2026-08-05T08:00,0.0,0.0,3.6,12200,1,0
Pike,2026-08-05T09:00,0.0,0.0,4.0,13200,0,0
Pike,2026-08-05T10:00,0.0,0.0,7.9,21400,0,0
Pike,2026-08-05T11:00,0.0,0.0,7.2,31900,0,0
Pike,2026-08-05T12:00,0.0,0.0,9.7,35700,0,0
